104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55123138
104.0612106,30.55122948
104.0612106,30.55122757
104.0612106,30.55122375
104.0612106,30.55121803
104.0612106,30.55121231
104.0612106,30.55120468
104.0612106,30.55119514
104.0612106,30.5511837
104.0612106,30.55117035
104.061203,30.55115509
104.0611954,30.55113792
104.0611877,30.55111694
104.0611801,30.55109406
104.0611725,30.55106735
104.0611572,30.55103874
104.061142,30.55100632
104.0611267,30.55097008
104.0611038,30.55093002
104.0610809,30.55088997
104.061058,30.5508461
104.0610352,30.55079842
104.0610123,30.55074883
104.0609894,30.55069733
104.0609665,30.55064392
104.060936,30.55058861
104.0609055,30.55053139
104.0608749,30.55047607
104.0608444,30.55041885
104.0608139,30.55036163
104.0607834,30.55030441
104.0607529,30.55024719
104.06073,30.55018806
104.0607071,30.55013084
104.0606842,30.55007362
104.0606613,30.55001831
104.0606384,30.5499649
104.0606232,30.5499115
104.0606003,30.54986
104.0605774,30.54981041
104.0605545,30.54976273
104.0605316,30.54971504
104.060524,30.54966927
104.0605164,30.5496273
104.0605087,30.54958534
104.0605087,30.54954338
104.0605087,30.54950333
104.0605087,30.54946327
104.0605087,30.54942513
104.0605087,30.54938889
104.0605087,30.54935455
104.0605087,30.54932213
104.0605087,30.5492897
104.0605164,30.54926109
104.060524,30.54923439
104.0605316,30.54920959
104.0605392,30.5491848
104.0605469,30.54916191
104.0605621,30.54914284
104.0605698,30.54912376
104.0605774,30.54910469
104.060585,30.54908752
104.0605927,30.54907227
104.0606003,30.54905891
104.0606079,30.54904556
104.0606155,30.54903603
104.0606232,30.54902649
104.0606308,30.54901886
104.0606384,30.54901314
104.0606461,30.54900742
104.0606537,30.54900742
104.0606613,30.54900742
104.0606766,30.54901123
104.0606918,30.54901695
104.0607071,30.54902458
104.0607224,30.54903221
104.0607376,30.54903984
104.0607529,30.54904747
104.0607681,30.54905701
104.0607834,30.54906464
104.0607986,30.54907417
104.0608139,30.54908371
104.0608215,30.54909325
104.0608292,30.54910278
104.0608368,30.54911423
104.0608521,30.54912758
104.0608673,30.54914093
104.0608826,30.54915428
104.0609131,30.54917526
104.0609436,30.54919624
104.0609741,30.54921532
104.060997,30.54923439
104.0610199,30.54925346
104.0610428,30.54927254
104.0610657,30.54929161
104.0610886,30.54931068
104.0611038,30.54932785
104.0611191,30.54934692
104.0611343,30.54936409
104.0611496,30.54937553
104.0611649,30.54938698
104.0611801,30.54939842
104.061203,30.54940605
104.0612183,30.54941368
104.0612335,30.5494194
104.0612488,30.54942513
104.0612717,30.54943275
104.0612946,30.54944038
104.0613174,30.54944611
104.0613403,30.54945183
104.0613556,30.54945755
104.0613708,30.54946327
104.0613937,30.54946518
104.0614166,30.54946518
104.0614319,30.54946327
104.0614471,30.54946136
104.0614624,30.54945564
104.0614777,30.54944992
104.0614929,30.54944038
104.0615082,30.54943085
104.0615158,30.5494175
104.0615234,30.54940224
104.0615311,30.54938507
104.0615387,30.5493679
104.0615463,30.54934692
104.061554,30.54932594
104.0615463,30.54930115
104.0615387,30.54927635
104.0615311,30.54924774
104.0615234,30.54921913
104.0615158,30.54918861
104.0615082,30.54915428
104.0615005,30.54911423
104.0614929,30.54907227
104.0614853,30.54902458
104.0614777,30.54897308
104.06147,30.54890823
104.0614624,30.54883575
104.0614624,30.54875946
104.0614624,30.54867935
104.06147,30.54859543
104.0614777,30.54850769
104.0614929,30.54841995
104.0615082,30.54833412
104.0615234,30.54825401
104.0615311,30.54817772
104.0615387,30.54810524
104.0615463,30.5480442
104.061554,30.54798698
104.0615616,30.54793167
104.0615692,30.54787827
104.0615845,30.54782677
